Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR23609077_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.00038562393953416626)	(3.0, 0.00038562393953416626)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.00038562393953416626)	(16.0, 0.0007712478790683325)	(17.0, 0.0011568718186024988)	(18.0, 0.0011568718186024988)	(19.0, 0.00038562393953416626)	(20.0, 0.00038562393953416626)	(21.0, 0.00038562393953416626)	(22.0, 0.001542495758136665)	(23.0, 0.0023137436372049976)	(24.0, 0.0007712478790683325)	(25.0, 0.0007712478790683325)	(26.0, 0.002699367576739164)	(27.0, 0.00616998303254666)	(28.0, 0.01233996606509332)	(29.0, 0.021980564553447476)	(30.0, 0.04627487274409996)	(31.0, 0.10334721579515656)	(32.0, 0.31042727132500386)	(33.0, 1.4900509023600186)	(34.0, 6.35971001079747)	(35.0, 15.61931204689187)	(36.0, 13.535014653709702)	(37.0, 4.883927194200216)	(38.0, 9.331328088847755)	(39.0, 22.30217491901897)	(40.0, 19.350994909764)	(41.0, 5.334721579515656)	(42.0, 0.9451642757982416)	(43.0, 0.16967453339503316)	(44.0, 0.052830479716180774)	(45.0, 0.02660805182785747)	(46.0, 0.02583680394878914)	(47.0, 0.021980564553447476)	(48.0, 0.018124325158105817)	(49.0, 0.01233996606509332)	(50.0, 0.0023137436372049976)	(51.0, 0.0)	(52.0, 0.00038562393953416626)	(53.0, 0.00038562393953416626)	(54.0, 0.0)	(55.0, 0.0)	(56.0, 0.0007712478790683325)	(57.0, 0.0007712478790683325)	(58.0, 0.0)	(59.0, 0.0)	(60.0, 0.00038562393953416626)	(61.0, 0.00038562393953416626)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.00038562393953416626)	(97.0, 0.00038562393953416626)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR23609077_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.00038509378959245526)	(12.0, 0.00038509378959245526)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.00038509378959245526)	(16.0, 0.0007701875791849105)	(17.0, 0.001540375158369821)	(18.0, 0.0023105627375547316)	(19.0, 0.001925468947962276)	(20.0, 0.0023105627375547316)	(21.0, 0.003850937895924552)	(22.0, 0.003080750316739642)	(23.0, 0.0023105627375547316)	(24.0, 0.004621125475109463)	(25.0, 0.005391313054294374)	(26.0, 0.0050062192647019185)	(27.0, 0.006546594423071738)	(28.0, 0.010782626108588747)	(29.0, 0.020024877058807674)	(30.0, 0.033888253484136065)	(31.0, 0.08202497718319296)	(32.0, 0.2788079036649376)	(33.0, 1.4109836450667559)	(34.0, 6.0405811835472525)	(35.0, 14.741005171809594)	(36.0, 12.852505227648194)	(37.0, 4.868355688027819)	(38.0, 9.709754810784165)	(39.0, 22.786769717764763)	(40.0, 19.86313766717884)	(41.0, 5.793350970628897)	(42.0, 1.0636290468543614)	(43.0, 0.19139161342745026)	(44.0, 0.062385193913977746)	(45.0, 0.03619881622169079)	(46.0, 0.03465844106332097)	(47.0, 0.02426090874432468)	(48.0, 0.014248470214920844)	(49.0, 0.010782626108588747)	(50.0, 0.006931688212664194)	(51.0, 0.003465844106332097)	(52.0, 0.0023105627375547316)	(53.0, 0.002695656527147187)	(54.0, 0.001540375158369821)	(55.0, 0.0)	(56.0, 0.0)	(57.0, 0.0)	(58.0, 0.0)	(59.0, 0.0)	(60.0, 0.0)	(61.0, 0.0)	(62.0, 0.00038509378959245526)	(63.0, 0.00038509378959245526)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0011552813687773658)	(100.0, 0.010782626108588747)
SRR23609078_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.001124969063350758)	(12.0, 0.0026249278144851017)	(13.0, 0.0033749071900522737)	(14.0, 0.002249938126701516)	(15.0, 0.00037498968778358594)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.00037498968778358594)	(19.0, 0.0007499793755671719)	(20.0, 0.0007499793755671719)	(21.0, 0.00037498968778358594)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.00037498968778358594)	(25.0, 0.001124969063350758)	(26.0, 0.0026249278144851017)	(27.0, 0.003749896877835859)	(28.0, 0.005999835004537375)	(29.0, 0.011624680321291164)	(30.0, 0.028124226583768945)	(31.0, 0.07049806130331417)	(32.0, 0.12149665884188185)	(33.0, 0.19911952421308413)	(34.0, 0.7184802417933507)	(35.0, 23.68022379384567)	(36.0, 23.52685301154218)	(37.0, 0.6269827579741557)	(38.0, 0.7477294374404704)	(39.0, 23.21561157068181)	(40.0, 24.55132483856694)	(41.0, 2.0635682518730736)	(42.0, 0.2272437507968531)	(43.0, 0.08137276224903815)	(44.0, 0.03337408221273915)	(45.0, 0.016874535950261366)	(46.0, 0.014249608135776266)	(47.0, 0.011249690633507578)	(48.0, 0.011249690633507578)	(49.0, 0.008249773131238891)	(50.0, 0.001124969063350758)	(51.0, 0.00037498968778358594)	(52.0, 0.0007499793755671719)	(53.0, 0.0014999587511343438)	(54.0, 0.0014999587511343438)	(55.0, 0.00037498968778358594)	(56.0, 0.00037498968778358594)	(57.0, 0.0007499793755671719)	(58.0, 0.00037498968778358594)	(59.0, 0.00037498968778358594)	(60.0, 0.00037498968778358594)	(61.0, 0.0)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.00037498968778358594)	(66.0, 0.00037498968778358594)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR23609078_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.00037463707033810994)	(5.0, 0.0007492741406762199)	(6.0, 0.00037463707033810994)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.00037463707033810994)	(13.0, 0.0007492741406762199)	(14.0, 0.0007492741406762199)	(15.0, 0.00037463707033810994)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.00037463707033810994)	(19.0, 0.0014985482813524398)	(20.0, 0.00112391121101433)	(21.0, 0.00112391121101433)	(22.0, 0.0014985482813524398)	(23.0, 0.0007492741406762199)	(24.0, 0.0018731853516905498)	(25.0, 0.00487028191439543)	(26.0, 0.00674346726608598)	(27.0, 0.005619556055071649)	(28.0, 0.00824201554743842)	(29.0, 0.016109394024538728)	(30.0, 0.030720239767725015)	(31.0, 0.0636883019574787)	(32.0, 0.12625269270394307)	(33.0, 0.1918141800131123)	(34.0, 0.7069401517280135)	(35.0, 22.270675283319285)	(36.0, 22.274421654022667)	(37.0, 0.7998501451718647)	(38.0, 0.7612625269270394)	(39.0, 24.189566357591083)	(40.0, 25.69822983984265)	(41.0, 2.2856607661328088)	(42.0, 0.2858480846679779)	(43.0, 0.10302519434298024)	(44.0, 0.047578907932939965)	(45.0, 0.02809778027535825)	(46.0, 0.01948112765758172)	(47.0, 0.01461084574318629)	(48.0, 0.01348693453217196)	(49.0, 0.011239112110143298)	(50.0, 0.00449564484405732)	(51.0, 0.00037463707033810994)	(52.0, 0.00037463707033810994)	(53.0, 0.00037463707033810994)	(54.0, 0.00037463707033810994)	(55.0, 0.00037463707033810994)	(56.0, 0.0)	(57.0, 0.00037463707033810994)	(58.0, 0.0007492741406762199)	(59.0, 0.00037463707033810994)	(60.0, 0.0)	(61.0, 0.00037463707033810994)	(62.0, 0.00037463707033810994)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.00037463707033810994)	(98.0, 0.0007492741406762199)	(99.0, 0.0029970965627048795)	(100.0, 0.011239112110143298)
SRR23609079_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0006623042890825761)	(19.0, 0.0006623042890825761)	(20.0, 0.0013246085781651522)	(21.0, 0.0013246085781651522)	(22.0, 0.0013246085781651522)	(23.0, 0.0013246085781651522)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0006623042890825761)	(27.0, 0.003973825734495457)	(28.0, 0.010596868625321217)	(29.0, 0.019206824383394706)	(30.0, 0.041725170212202296)	(31.0, 0.09470951333880838)	(32.0, 0.2847908443055077)	(33.0, 1.4140196571913)	(34.0, 6.1269769783029115)	(35.0, 17.34906085251808)	(36.0, 15.074045619519433)	(37.0, 3.973825734495456)	(38.0, 7.165470103584391)	(39.0, 20.200943121307656)	(40.0, 18.74254907674782)	(41.0, 6.41441703976475)	(42.0, 2.374360876361035)	(43.0, 0.4053302249185366)	(44.0, 0.07285347179908337)	(45.0, 0.03510212732137653)	(46.0, 0.035764431610459106)	(47.0, 0.031128301586881076)	(48.0, 0.023180650117890163)	(49.0, 0.019869128672477282)	(50.0, 0.020531432961559862)	(51.0, 0.024505258696055313)	(52.0, 0.015895302937981828)	(53.0, 0.005298434312660609)	(54.0, 0.003973825734495457)	(55.0, 0.0026492171563303043)	(56.0, 0.0006623042890825761)	(57.0, 0.0)	(58.0, 0.0)	(59.0, 0.0)	(60.0, 0.0)	(61.0, 0.0)	(62.0, 0.0013246085781651522)	(63.0, 0.0013246085781651522)	(64.0, 0.0006623042890825761)	(65.0, 0.0006623042890825761)	(66.0, 0.0006623042890825761)	(67.0, 0.0006623042890825761)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR23609079_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0006615331692731073)	(9.0, 0.0019845995078193223)	(10.0, 0.0013230663385462146)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0006615331692731073)	(19.0, 0.0013230663385462146)	(20.0, 0.0013230663385462146)	(21.0, 0.0013230663385462146)	(22.0, 0.0019845995078193223)	(23.0, 0.0033076658463655367)	(24.0, 0.004630732184911752)	(25.0, 0.006615331692731073)	(26.0, 0.011246063877642825)	(27.0, 0.01521526289328147)	(28.0, 0.015876796062554578)	(29.0, 0.029107459448016723)	(30.0, 0.0542457198803948)	(31.0, 0.09592230954460057)	(32.0, 0.26725940038633533)	(33.0, 1.2873435474054669)	(34.0, 5.585986081342118)	(35.0, 15.653197851340266)	(36.0, 13.673890608875128)	(37.0, 3.9334762244978965)	(38.0, 7.703553756185336)	(39.0, 21.654626762985895)	(40.0, 19.99285544177185)	(41.0, 6.7469767934164215)	(42.0, 2.495964647667434)	(43.0, 0.431319626366066)	(44.0, 0.06813791643513005)	(45.0, 0.04233812283347887)	(46.0, 0.04564578867984441)	(47.0, 0.031092058955836048)	(48.0, 0.025799793601651185)	(49.0, 0.025138260432378077)	(50.0, 0.016538329231827683)	(51.0, 0.01521526289328147)	(52.0, 0.011246063877642825)	(53.0, 0.005953798523457966)	(54.0, 0.0052922653541848585)	(55.0, 0.0039691990156386445)	(56.0, 0.0013230663385462146)	(57.0, 0.0006615331692731073)	(58.0, 0.0006615331692731073)	(59.0, 0.0006615331692731073)	(60.0, 0.0006615331692731073)	(61.0, 0.0013230663385462146)	(62.0, 0.0019845995078193223)	(63.0, 0.0006615331692731073)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0006615331692731073)	(74.0, 0.0006615331692731073)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0006615331692731073)	(78.0, 0.0006615331692731073)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0006615331692731073)	(98.0, 0.0013230663385462146)	(99.0, 0.0033076658463655367)	(100.0, 0.014553729724008362)
SRR23609080_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0003431143806099201)	(18.0, 0.0006862287612198402)	(19.0, 0.0003431143806099201)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0010293431418297604)	(23.0, 0.002058686283659521)	(24.0, 0.003431143806099201)	(25.0, 0.003431143806099201)	(26.0, 0.0013724575224396804)	(27.0, 0.0030880294254892813)	(28.0, 0.0044604869479289615)	(29.0, 0.012695232082567044)	(30.0, 0.03911503938953089)	(31.0, 0.08166122258516098)	(32.0, 0.11871757569103236)	(33.0, 0.17258653344678984)	(34.0, 0.6910323625483791)	(35.0, 24.509689550108423)	(36.0, 24.35700365073701)	(37.0, 0.5736872443797865)	(38.0, 0.7250006862287611)	(39.0, 19.963767121407592)	(40.0, 20.974925201065027)	(41.0, 4.398726359419176)	(42.0, 2.8715242513244217)	(43.0, 0.1619499876478823)	(44.0, 0.11528643188493316)	(45.0, 0.037742581867091216)	(46.0, 0.02882160797123329)	(47.0, 0.021959320359034886)	(48.0, 0.019557519694765445)	(49.0, 0.012695232082567044)	(50.0, 0.011665888940737284)	(51.0, 0.01921440531415553)	(52.0, 0.015097032746836485)	(53.0, 0.0065191732315884815)	(54.0, 0.0054898300897587215)	(55.0, 0.003431143806099201)	(56.0, 0.0030880294254892813)	(57.0, 0.003431143806099201)	(58.0, 0.003774258186709121)	(59.0, 0.003431143806099201)	(60.0, 0.0017155719030496005)	(61.0, 0.0006862287612198402)	(62.0, 0.0013724575224396804)	(63.0, 0.002401800664269441)	(64.0, 0.003774258186709121)	(65.0, 0.002401800664269441)	(66.0, 0.0)	(67.0, 0.0003431143806099201)	(68.0, 0.0003431143806099201)	(69.0, 0.0003431143806099201)	(70.0, 0.0006862287612198402)	(71.0, 0.0003431143806099201)	(72.0, 0.0003431143806099201)	(73.0, 0.0003431143806099201)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0003431143806099201)	(78.0, 0.0003431143806099201)	(79.0, 0.0003431143806099201)	(80.0, 0.0003431143806099201)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR23609080_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0003430108117007848)	(16.0, 0.001715054058503924)	(17.0, 0.002401075681905494)	(18.0, 0.001715054058503924)	(19.0, 0.0010290324351023544)	(20.0, 0.0010290324351023544)	(21.0, 0.0013720432468031392)	(22.0, 0.0006860216234015696)	(23.0, 0.0010290324351023544)	(24.0, 0.002401075681905494)	(25.0, 0.0037731189287086324)	(26.0, 0.005488172987212557)	(27.0, 0.007546237857417265)	(28.0, 0.009604302727621975)	(29.0, 0.0157784973382361)	(30.0, 0.030870973053070634)	(31.0, 0.05831183798913342)	(32.0, 0.10015915701662916)	(33.0, 0.15744196257066023)	(34.0, 0.5934087042423577)	(35.0, 21.54382306130289)	(36.0, 21.636778991273804)	(37.0, 0.7734893803852697)	(38.0, 0.8486087481477417)	(39.0, 22.25591350639372)	(40.0, 23.435870698644422)	(41.0, 4.859091158553317)	(42.0, 3.109393008067614)	(43.0, 0.18008067614291204)	(44.0, 0.10324625432193624)	(45.0, 0.0428763514625981)	(46.0, 0.03910323253388947)	(47.0, 0.03121398386477142)	(48.0, 0.0226387135722518)	(49.0, 0.013034410844629822)	(50.0, 0.011662367597826684)	(51.0, 0.021609681137149443)	(52.0, 0.02092365951374787)	(53.0, 0.00857527029251962)	(54.0, 0.006517205422314911)	(55.0, 0.0037731189287086324)	(56.0, 0.0013720432468031392)	(57.0, 0.0027440864936062784)	(58.0, 0.002401075681905494)	(59.0, 0.0020580648702047087)	(60.0, 0.001715054058503924)	(61.0, 0.0)	(62.0, 0.0020580648702047087)	(63.0, 0.002401075681905494)	(64.0, 0.0020580648702047087)	(65.0, 0.0027440864936062784)	(66.0, 0.0013720432468031392)	(67.0, 0.0003430108117007848)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0003430108117007848)	(71.0, 0.0003430108117007848)	(72.0, 0.0006860216234015696)	(73.0, 0.0006860216234015696)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0003430108117007848)	(78.0, 0.0003430108117007848)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0020580648702047087)	(100.0, 0.009604302727621975)
SRR23609081_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0004997301457213105)	(5.0, 0.000999460291442621)	(6.0, 0.0004997301457213105)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0004997301457213105)	(15.0, 0.0014991904371639314)	(16.0, 0.000999460291442621)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0004997301457213105)	(21.0, 0.0014991904371639314)	(22.0, 0.0024986507286065525)	(23.0, 0.003498111020049173)	(24.0, 0.004997301457213105)	(25.0, 0.00999460291442621)	(26.0, 0.024986507286065524)	(27.0, 0.04547544326063925)	(28.0, 0.056469506466508085)	(29.0, 0.06596437923521299)	(30.0, 0.10094548943570471)	(31.0, 0.2663561676694585)	(32.0, 2.599596218042257)	(33.0, 5.036280408579367)	(34.0, 4.691966338177385)	(35.0, 3.7219901253323204)	(36.0, 3.193775361304895)	(37.0, 3.9243808343494515)	(38.0, 7.174625702120855)	(39.0, 8.395466448118016)	(40.0, 7.200611669698363)	(41.0, 8.113618645931197)	(42.0, 7.705838847022608)	(43.0, 6.036740160313431)	(44.0, 7.010714214324265)	(45.0, 6.395546404941331)	(46.0, 3.7015011893577467)	(47.0, 2.75701121394447)	(48.0, 2.082875247366422)	(49.0, 2.1708277530133726)	(50.0, 2.7420193095728305)	(51.0, 2.359226017950307)	(52.0, 1.4327263277829971)	(53.0, 0.5566993823335399)	(54.0, 0.16790932896236033)	(55.0, 0.05696923661222939)	(56.0, 0.03498111020049173)	(57.0, 0.025985967577508144)	(58.0, 0.026985427868950765)	(59.0, 0.02198812641173766)	(60.0, 0.015991364663081938)	(61.0, 0.011493793351590141)	(62.0, 0.008995142622983588)	(63.0, 0.007495952185819658)	(64.0, 0.006496491894377036)	(65.0, 0.004497571311491794)	(66.0, 0.004997301457213105)	(67.0, 0.006496491894377036)	(68.0, 0.002998380874327863)	(69.0, 0.000999460291442621)	(70.0, 0.0004997301457213105)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0004997301457213105)	(74.0, 0.0004997301457213105)	(75.0, 0.0)	(76.0, 0.0004997301457213105)	(77.0, 0.0004997301457213105)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
