Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
SRR23609084_trimmed_R1 - polya	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.00027618968707708455)	(14, 0.0005523793741541691)	(16, 0.0005523793741541691)	(18, 0.0005523793741541691)	(20, 0.0005523793741541691)	(22, 0.0005523793741541691)	(24, 0.0005523793741541691)	(26, 0.0005523793741541691)	(28, 0.0011047587483083382)	(30, 0.0016571381224625072)	(32, 0.001933327809539592)	(34, 0.0027618968707708454)	(36, 0.0027618968707708454)	(38, 0.00303808655784793)	(40, 0.003590465932002099)	(42, 0.0038666556190791834)	(44, 0.0038666556190791834)	(46, 0.0038666556190791834)	(48, 0.0038666556190791834)	(50, 0.004971414367387522)	(52, 0.004971414367387522)	(54, 0.004971414367387522)	(56, 0.004971414367387522)	(58, 0.004971414367387522)	(60, 0.005247604054464606)	(62, 0.005523793741541691)	(64, 0.005523793741541691)	(66, 0.005523793741541691)	(68, 0.005523793741541691)	(70, 0.005523793741541691)	(72, 0.005523793741541691)	(74, 0.00607617311569586)	(76, 0.00607617311569586)	(78, 0.00607617311569586)	(80, 0.00607617311569586)	(82, 0.00607617311569586)	(84, 0.00607617311569586)	(86, 0.00607617311569586)	(88, 0.00607617311569586)	(90, 0.00607617311569586)	(92, 0.00607617311569586)	(94, 0.006352362802772944)	(96, 0.006904742176927114)	(98, 0.009390449360620874)	(100, 0.01270472560554589)	(102, 0.02043803684370426)	(104, 0.039218935564946)	(106, 0.05413317866710857)	(108, 0.06683790427265446)	(110, 0.08644737205512745)	(112, 0.10660921921175463)	(114, 0.12097108293976302)	(116, 0.1521805175794736)	(118, 0.18863755627364875)	(120, 0.22398983621951557)	(122, 0.2529897533626094)	(124, 0.28668489518601376)	(126, 0.3145800535807993)	(128, 0.3468942469688182)	(130, 0.39412268345899965)	(132, 0.4269892562211727)	(134, 0.460684398044577)	(136, 0.4963128676775209)	(138, 0.5319413373104648)
SRR23609084_trimmed_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.00027618968707708455)	(74, 0.0005523793741541691)	(76, 0.0005523793741541691)	(78, 0.0005523793741541691)	(80, 0.0005523793741541691)	(82, 0.0005523793741541691)	(84, 0.0005523793741541691)	(86, 0.0008285690612312537)	(88, 0.0016571381224625072)	(90, 0.0016571381224625072)	(92, 0.0016571381224625072)	(94, 0.0016571381224625072)	(96, 0.002485707183693761)	(98, 0.004142845306156268)	(100, 0.004971414367387522)	(102, 0.006904742176927114)	(104, 0.020161847156627173)	(106, 0.05689507553787941)	(108, 0.1322948601099235)	(110, 0.23862788963460105)	(112, 0.5548650813378628)	(114, 1.0655398127433922)	(116, 1.7126522495650012)	(118, 2.2062032203717514)	(120, 2.809953876322258)	(122, 3.5111994918109755)	(124, 4.279283011572348)	(126, 4.883033667522854)	(128, 5.637307702930372)	(130, 6.612809677686635)	(132, 7.609578258347833)	(134, 8.500842378545585)	(136, 9.531858480404342)	(138, 10.229513629961058)
SRR23609084_trimmed_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0011047587483083382)	(12, 0.0011047587483083382)	(14, 0.0011047587483083382)	(16, 0.0016571381224625072)	(18, 0.0016571381224625072)	(20, 0.003866655619079184)	(22, 0.005523793741541691)	(24, 0.006904742176927114)	(26, 0.010495208108929212)	(28, 0.05054271273510647)	(30, 0.12124727262684012)	(32, 0.2698373242743116)	(34, 0.4880271770652084)	(36, 1.1343110448255862)	(38, 2.123622503935703)	(40, 3.170105228270776)	(42, 4.013864722291269)	(44, 5.185461374872262)	(46, 6.319496230010771)	(48, 7.472035794183445)	(50, 8.691965642002927)	(52, 9.926533543237497)	(54, 11.281520148037671)	(56, 12.75747783577761)	(58, 14.153064324578121)	(60, 15.558593642113404)	(62, 16.624133454856796)	(64, 18.19261468776756)	(66, 19.63377247493579)	(68, 20.832711906537412)	(70, 21.91095644488635)	(72, 23.098295909630735)	(74, 24.443615875383212)	(76, 25.90272599221145)	(78, 27.336702847515674)	(80, 28.31855718507471)	(82, 29.37194465158671)	(84, 30.510398541718452)	(86, 31.91068025519927)	(88, 33.33443809208164)	(90, 34.573701217996515)	(92, 36.293258209738454)	(94, 37.72060651255282)	(96, 38.81514624243931)	(98, 40.0204380368437)	(100, 41.18568232662192)	(102, 42.75968735327423)	(104, 44.25856878504156)	(106, 45.329080012152346)	(108, 46.54707653216229)	(110, 47.63802579611678)	(112, 48.564918385947465)	(114, 49.40729693153257)	(116, 50.232551716518905)	(118, 51.28566299334383)	(120, 52.42964067721711)	(122, 53.78794155826222)	(124, 54.54359654210512)	(126, 55.26058496975723)	(128, 55.89692600878283)	(130, 56.5915430717817)	(132, 57.66813047200817)	(134, 58.39865219432706)	(136, 59.14823100505427)	(138, 59.898086005468556)
SRR23609084_trimmed_R2 - polyg	(1, 0.028171348081862623)	(2, 0.028171348081862623)	(3, 0.028171348081862623)	(4, 0.028171348081862623)	(5, 0.028171348081862623)	(6, 0.028171348081862623)	(7, 0.028171348081862623)	(8, 0.028171348081862623)	(9, 0.028171348081862623)	(10, 0.028447537768939705)	(12, 0.02872372745601679)	(14, 0.02872372745601679)	(16, 0.02872372745601679)	(18, 0.02872372745601679)	(20, 0.02872372745601679)	(22, 0.02872372745601679)	(24, 0.02872372745601679)	(26, 0.02872372745601679)	(28, 0.02872372745601679)	(30, 0.02872372745601679)	(32, 0.02872372745601679)	(34, 0.02872372745601679)	(36, 0.02872372745601679)	(38, 0.02872372745601679)	(40, 0.02872372745601679)	(42, 0.02872372745601679)	(44, 0.02872372745601679)	(46, 0.02872372745601679)	(48, 0.02872372745601679)	(50, 0.02872372745601679)	(52, 0.02872372745601679)	(54, 0.02872372745601679)	(56, 0.02872372745601679)	(58, 0.02872372745601679)	(60, 0.02872372745601679)	(62, 0.02872372745601679)	(64, 0.02872372745601679)	(66, 0.02872372745601679)	(68, 0.02872372745601679)	(70, 0.02872372745601679)	(72, 0.02872372745601679)	(74, 0.02872372745601679)	(76, 0.02872372745601679)	(78, 0.02872372745601679)	(80, 0.02872372745601679)	(82, 0.02872372745601679)	(84, 0.02872372745601679)	(86, 0.02872372745601679)	(88, 0.02872372745601679)	(90, 0.02872372745601679)	(92, 0.02872372745601679)	(94, 0.02872372745601679)	(96, 0.02955229651724805)	(98, 0.02982848620432513)	(100, 0.030104675891402213)	(102, 0.030933244952633467)	(104, 0.030933244952633467)	(106, 0.03259038307509598)	(108, 0.04225702212279393)	(110, 0.06683790427265446)	(112, 0.11379015107575882)	(114, 0.1858756594028779)	(116, 0.4253321180987102)	(118, 0.7686358991355262)	(120, 1.0373684646615295)	(122, 1.250586903085039)	(124, 1.6690142790068219)	(126, 2.0703178943298255)	(128, 2.486535752754992)	(130, 2.930924959262021)	(132, 3.4631424862595632)	(134, 3.9787886320324795)	(136, 4.54525368022758)	(138, 5.154528129919629)
SRR23609085_trimmed_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.005852830575186925)	(12, 0.013534670705119763)	(14, 0.01719268981461159)	(16, 0.02194811465695097)	(18, 0.028898350964985442)	(20, 0.03219056816352808)	(22, 0.037311794916816646)	(24, 0.04755424842339376)	(26, 0.05706509810807252)	(28, 0.06913656116939554)	(30, 0.09730330831248263)	(32, 0.15619741597530107)	(34, 0.26227997015056403)	(36, 0.7462358983363329)	(38, 1.41455598964049)	(40, 2.1454282077169573)	(42, 2.7222978212838185)	(44, 3.50950353364646)	(46, 4.280979763838286)	(48, 5.160367557760122)	(50, 6.224851118622244)	(52, 7.302869350189486)	(54, 8.565617546786065)	(56, 9.686434601934362)	(58, 10.82407854498632)	(60, 12.34983831555536)	(62, 13.307141916509373)	(64, 14.820464422106141)	(66, 16.439869481878173)	(68, 17.77029103200035)	(70, 18.883426247018715)	(72, 20.01850957669403)	(74, 21.355149759302343)	(76, 23.190012144623445)	(78, 24.959030185973692)	(80, 25.85524486779919)	(82, 26.857176301889)	(84, 27.813016695199217)	(86, 29.369138024377037)	(88, 31.089138609660097)	(90, 32.32042784191505)	(92, 34.293929151485884)	(94, 35.947353788976194)	(96, 37.03232225685147)	(98, 38.13155699925377)	(100, 39.128733008501236)	(102, 40.7335059918353)	(104, 42.35071624014164)	(106, 43.40495734749718)	(108, 44.73098927468797)	(110, 45.96630232796336)	(112, 47.04468636144155)	(114, 47.966872978944444)	(116, 48.869306293256074)	(118, 49.98463631974013)	(120, 51.35822249535431)	(122, 53.00359949080374)	(124, 53.692770291032)	(126, 54.59154558623414)	(128, 55.33375766355003)	(130, 56.04560818225714)	(132, 57.18581273868575)	(134, 57.87315452935926)	(136, 58.614635002853255)	(138, 59.465124445810105)
SRR23609085_trimmed_R1 - polya	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0014632076437967312)	(16, 0.0014632076437967312)	(18, 0.0014632076437967312)	(20, 0.0021948114656950967)	(22, 0.00402382102044101)	(24, 0.004389622931390193)	(26, 0.004389622931390193)	(28, 0.0047554248423393765)	(30, 0.0051212267532885596)	(32, 0.005487028664237743)	(34, 0.00658443439708529)	(36, 0.008779245862780387)	(38, 0.009510849684678753)	(40, 0.010242453506577119)	(42, 0.010242453506577119)	(44, 0.010242453506577119)	(46, 0.010242453506577119)	(48, 0.010608255417526302)	(50, 0.010974057328475484)	(52, 0.011339859239424667)	(54, 0.01170566115037385)	(56, 0.012437264972272216)	(58, 0.012437264972272216)	(60, 0.01316886879417058)	(62, 0.01316886879417058)	(64, 0.01316886879417058)	(66, 0.014632076437967313)	(68, 0.014632076437967313)	(70, 0.015363680259865677)	(72, 0.015363680259865677)	(74, 0.015363680259865677)	(76, 0.015363680259865677)	(78, 0.015363680259865677)	(80, 0.016095284081764045)	(82, 0.016461085992713224)	(84, 0.017558491725560774)	(86, 0.017924293636509957)	(88, 0.018655897458408323)	(90, 0.019753303191255872)	(92, 0.019753303191255872)	(94, 0.019753303191255872)	(96, 0.019753303191255872)	(98, 0.019753303191255872)	(100, 0.024508728033595245)	(102, 0.03292217198542645)	(104, 0.047554248423393765)	(106, 0.06438113632705617)	(108, 0.07828160894312512)	(110, 0.09254788347014326)	(112, 0.11449599812709421)	(114, 0.12254364016797625)	(116, 0.15034458540011414)	(118, 0.1810719459198455)	(120, 0.21179930643957684)	(122, 0.23813704402791802)	(124, 0.26703539499290346)	(126, 0.2944705383140922)	(128, 0.3080052090192119)	(130, 0.34421959820318104)	(132, 0.3716547415243697)	(134, 0.3914080447156256)	(136, 0.41847738612586516)	(138, 0.44371771798135873)
SRR23609085_trimmed_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0007316038218983656)	(70, 0.0007316038218983656)	(72, 0.0007316038218983656)	(74, 0.0007316038218983656)	(76, 0.0007316038218983656)	(78, 0.0007316038218983656)	(80, 0.0007316038218983656)	(82, 0.0007316038218983656)	(84, 0.0007316038218983656)	(86, 0.0029264152875934624)	(88, 0.0051212267532885596)	(90, 0.007681840129932839)	(92, 0.010242453506577119)	(94, 0.013900472616068946)	(96, 0.015729482170814862)	(98, 0.017924293636509957)	(100, 0.02231391656790015)	(102, 0.025606133766442794)	(104, 0.02853254905403626)	(106, 0.03584858727301991)	(108, 0.06145472103946271)	(110, 0.10315613888766956)	(112, 0.3284901160323661)	(114, 0.6588092416194782)	(116, 1.0831394583205303)	(118, 1.4302854718113047)	(120, 1.8429100273619827)	(122, 2.2844329338776466)	(124, 2.849231084383185)	(126, 3.3364792297674963)	(128, 4.014310170756332)	(130, 4.861141594603691)	(132, 5.690048724814538)	(134, 6.38287754415229)	(136, 7.380785157221661)	(138, 8.068126947895177)
SRR23609085_trimmed_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.005852830575186925)	(12, 0.013534670705119763)	(14, 0.01719268981461159)	(16, 0.02194811465695097)	(18, 0.028898350964985442)	(20, 0.03219056816352808)	(22, 0.037311794916816646)	(24, 0.04718844651244458)	(26, 0.05633349428617415)	(28, 0.06840495734749719)	(30, 0.09620590257963507)	(32, 0.1529051987767584)	(34, 0.25789034721917387)	(36, 0.7337986333640607)	(38, 1.39663169600398)	(40, 2.1256749045257015)	(42, 2.7007155085378165)	(44, 3.484629003701915)	(46, 4.254642026249945)	(48, 5.128908593418492)	(50, 6.186807719883529)	(52, 7.256412507498939)	(54, 8.508918250588941)	(56, 9.617298040764965)	(58, 10.746528539865093)	(60, 12.261680055016608)	(62, 13.213862429217329)	(64, 14.721332104238913)	(66, 16.341468767832843)	(68, 17.66347687400319)	(70, 18.767467041247826)	(72, 19.889747304039915)	(74, 21.225290080915382)	(76, 23.056494447126994)	(78, 24.82551248847724)	(80, 25.727214198966976)	(82, 26.72841402923489)	(84, 27.690838856942186)	(86, 29.25903164918134)	(88, 30.985982470772427)	(90, 32.21727170302738)	(92, 34.19479683361866)	(94, 35.85626911314985)	(96, 36.936482156182784)	(98, 38.03352208711938)	(100, 39.03142970018875)	(102, 40.62852084339289)	(104, 42.24060986494594)	(106, 43.288998141726296)	(108, 44.62088289949227)	(110, 45.856927556589554)	(112, 46.93750640153344)	(114, 47.857132405659684)	(116, 48.77017397538884)	(118, 49.891356832448096)	(120, 51.267869423349865)	(122, 52.92458627803872)	(124, 53.620707314575014)	(126, 54.523506430797596)	(128, 55.27413195206532)	(130, 55.99037209370382)	(132, 57.13825849026235)	(134, 57.82706348857967)	(136, 58.571104575450306)	(138, 59.425617839427595)
SRR23609085_trimmed_R2 - polyg	(1, 0.021948114656950967)	(2, 0.021948114656950967)	(3, 0.021948114656950967)	(4, 0.021948114656950967)	(5, 0.021948114656950967)	(6, 0.021948114656950967)	(7, 0.021948114656950967)	(8, 0.021948114656950967)	(9, 0.021948114656950967)	(10, 0.021948114656950967)	(12, 0.021948114656950967)	(14, 0.021948114656950967)	(16, 0.021948114656950967)	(18, 0.021948114656950967)	(20, 0.021948114656950967)	(22, 0.021948114656950967)	(24, 0.021948114656950967)	(26, 0.021948114656950967)	(28, 0.021948114656950967)	(30, 0.021948114656950967)	(32, 0.021948114656950967)	(34, 0.021948114656950967)	(36, 0.021948114656950967)	(38, 0.021948114656950967)	(40, 0.021948114656950967)	(42, 0.021948114656950967)	(44, 0.021948114656950967)	(46, 0.021948114656950967)	(48, 0.021948114656950967)	(50, 0.021948114656950967)	(52, 0.021948114656950967)	(54, 0.021948114656950967)	(56, 0.021948114656950967)	(58, 0.021948114656950967)	(60, 0.021948114656950967)	(62, 0.021948114656950967)	(64, 0.021948114656950967)	(66, 0.021948114656950967)	(68, 0.021948114656950967)	(70, 0.021948114656950967)	(72, 0.021948114656950967)	(74, 0.021948114656950967)	(76, 0.021948114656950967)	(78, 0.021948114656950967)	(80, 0.021948114656950967)	(82, 0.021948114656950967)	(84, 0.021948114656950967)	(86, 0.021948114656950967)	(88, 0.021948114656950967)	(90, 0.02450872803359525)	(92, 0.025606133766442794)	(94, 0.027800945232137893)	(96, 0.02999575669783299)	(98, 0.031458964341629723)	(100, 0.03255637007447727)	(102, 0.03511698345112155)	(104, 0.03694599300586746)	(106, 0.038409200649664195)	(108, 0.04133561593725765)	(110, 0.05157806944383478)	(112, 0.06730755161464963)	(114, 0.10608255417526301)	(116, 0.2692302064585985)	(118, 0.5037092313770247)	(120, 0.6814889600983276)	(122, 0.8289071302108482)	(124, 1.1102087997307697)	(126, 1.3871208463193012)	(128, 1.7013446878246492)	(130, 2.1161640548410223)	(132, 2.5928039448078075)	(134, 3.064322608021304)	(136, 3.501455891605578)	(138, 4.013212765023484)
SRR23609086_trimmed_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0005113049524997699)	(10, 0.0005113049524997699)	(12, 0.0005113049524997699)	(14, 0.0015339148574993098)	(16, 0.0030678297149986196)	(18, 0.004346092096248044)	(20, 0.004601744572497929)	(22, 0.006135659429997239)	(24, 0.008180879239996318)	(26, 0.011504361431244822)	(28, 0.03195655953123562)	(30, 0.10098272811870457)	(32, 0.21346981766865394)	(34, 0.3773430549448302)	(36, 0.9870742108008057)	(38, 1.8964300688216467)	(40, 2.82317029522748)	(42, 3.529282434629662)	(44, 4.507153156285471)	(46, 5.482211700702533)	(48, 6.531409463232061)	(50, 7.6905377905490395)	(52, 8.874975713014756)	(54, 10.280553027436623)	(56, 11.825716593890927)	(58, 13.197036476495311)	(60, 14.75498266676211)	(62, 15.750749061755412)	(64, 17.292589146018468)	(66, 19.071163423288915)	(68, 20.41998588798331)	(70, 21.60263424311528)	(72, 22.726226876233525)	(74, 24.003977952530448)	(76, 25.5550215259385)	(78, 27.146713843070284)	(80, 28.125095869678592)	(82, 29.152051866774382)	(84, 30.38046201515508)	(86, 31.947867347043122)	(88, 33.47871437482743)	(90, 34.62071398623567)	(92, 36.389573469408624)	(94, 37.95723445377292)	(96, 39.02892963421244)	(98, 40.27088936383438)	(100, 41.55554305699005)	(102, 43.049576128194374)	(104, 44.528014398347466)	(106, 45.478785957520785)	(108, 46.679074333513995)	(110, 48.090020349937106)	(112, 49.26346521592408)	(114, 50.102516642976205)	(116, 50.899129758970844)	(118, 51.86191698452791)	(120, 52.99624702164866)	(122, 54.436337420364254)	(124, 55.08416079518146)	(126, 55.8771947765086)	(128, 56.52910859094581)	(130, 57.16312673204553)	(132, 58.27138021658878)	(134, 58.897473130924745)	(136, 59.564981746413196)	(138, 60.26649214124288)
SRR23609086_trimmed_R1 - polya	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.00025565247624988494)	(14, 0.0005113049524997699)	(16, 0.0005113049524997699)	(18, 0.0005113049524997699)	(20, 0.0005113049524997699)	(22, 0.0005113049524997699)	(24, 0.0005113049524997699)	(26, 0.0005113049524997699)	(28, 0.0005113049524997699)	(30, 0.0005113049524997699)	(32, 0.0005113049524997699)	(34, 0.0005113049524997699)	(36, 0.0005113049524997699)	(38, 0.0005113049524997699)	(40, 0.0005113049524997699)	(42, 0.0005113049524997699)	(44, 0.0005113049524997699)	(46, 0.0005113049524997699)	(48, 0.0005113049524997699)	(50, 0.0005113049524997699)	(52, 0.0005113049524997699)	(54, 0.0005113049524997699)	(56, 0.0007669574287496549)	(58, 0.0010226099049995398)	(60, 0.0010226099049995398)	(62, 0.0010226099049995398)	(64, 0.0010226099049995398)	(66, 0.0010226099049995398)	(68, 0.0010226099049995398)	(70, 0.0010226099049995398)	(72, 0.0010226099049995398)	(74, 0.0010226099049995398)	(76, 0.0010226099049995398)	(78, 0.0010226099049995398)	(80, 0.0010226099049995398)	(82, 0.0010226099049995398)	(84, 0.0015339148574993098)	(86, 0.0015339148574993098)	(88, 0.0015339148574993098)	(90, 0.0023008722862489644)	(92, 0.0028121772387487347)	(94, 0.006135659429997239)	(96, 0.013293928764994018)	(98, 0.028888729816236997)	(100, 0.04499483581997975)	(102, 0.0884557567824602)	(104, 0.16106106003742754)	(106, 0.2364785405311436)	(108, 0.30013600711736493)	(110, 0.37913262227857936)	(112, 0.47142316620478786)	(114, 0.5384041149822577)	(116, 0.653447729294706)	(118, 0.7817852723721481)	(120, 0.8981071490658459)	(122, 1.0164742455695426)	(124, 1.131006554929491)	(126, 1.2401701622881918)	(128, 1.3245354794506539)	(130, 1.48866436920308)	(132, 1.62211496180552)	(134, 1.7435498880242153)	(136, 1.8639622043379114)	(138, 1.9549744858828704)
SRR23609086_trimmed_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.00025565247624988494)	(86, 0.0005113049524997699)	(88, 0.0005113049524997699)	(90, 0.0010226099049995398)	(92, 0.0028121772387487347)	(94, 0.0035791346674983893)	(96, 0.004346092096248044)	(98, 0.005624354477497469)	(100, 0.008436531716246204)	(102, 0.010226099049995399)	(104, 0.02173046048124022)	(106, 0.06774790620621951)	(108, 0.15620366298867971)	(110, 0.29681252492611643)	(112, 0.7240078127396742)	(114, 1.4523617175755965)	(116, 2.4235854748489096)	(118, 3.180061152072319)	(120, 4.0477456564644285)	(122, 5.005931137448997)	(124, 6.098334168464756)	(126, 7.06597879107057)	(128, 8.235588869913794)	(130, 9.633240957571914)	(132, 11.211128040986205)	(134, 12.5573939809181)	(136, 14.205585495301108)	(138, 15.306425058033113)
SRR23609086_trimmed_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0005113049524997699)	(10, 0.0020452198099990796)	(12, 0.0025565247624988498)	(14, 0.0035791346674983893)	(16, 0.0051130495249976995)	(18, 0.005880006953747354)	(20, 0.006135659429997239)	(22, 0.007925226763746435)	(24, 0.010481751526245283)	(26, 0.014060886193743672)	(28, 0.03451308429373447)	(30, 0.10328360040495352)	(32, 0.21551503747865303)	(34, 0.3788769698023295)	(36, 0.9911646504208039)	(38, 1.8964300688216467)	(40, 2.815500720939983)	(42, 3.517266768245917)	(44, 4.492325312662978)	(46, 5.461759502602542)	(48, 6.508912045322071)	(50, 7.659092535970303)	(52, 8.839184366339772)	(54, 10.235302539140394)	(56, 11.7743304461647)	(58, 13.142582499054086)	(60, 14.702062604178384)	(62, 15.68606898526419)	(64, 17.210780353618503)	(66, 18.981685056601457)	(68, 20.328973606438353)	(70, 21.50523064966407)	(72, 22.631891112497314)	(74, 23.90861957888924)	(76, 25.46400924439354)	(78, 27.058769391240325)	(80, 28.042520119849883)	(82, 29.074589166470666)	(84, 30.307089754471363)	(86, 31.880886398265652)	(88, 33.41301168843121)	(90, 34.556800867173195)	(92, 36.33077339987115)	(94, 37.90022395156919)	(96, 38.969618259722466)	(98, 40.213623209154406)	(100, 41.493930810213826)	(102, 42.985663009131905)	(104, 44.45566474756875)	(106, 45.40285717207457)	(108, 46.608769902545276)	(110, 48.02994201801839)	(112, 49.207477323625355)	(114, 50.04704005562998)	(116, 50.83854012209962)	(118, 51.80362821994294)	(120, 52.94588348382742)	(122, 54.392365194449276)	(124, 55.04069987421899)	(126, 55.83859125259487)	(128, 56.49382854922332)	(130, 57.13117017251429)	(132, 58.24300279172504)	(134, 58.86858440110851)	(136, 59.529957357166964)	(138, 60.232746014377895)
SRR23609086_trimmed_R2 - polyg	(1, 0.026076552577488265)	(2, 0.026076552577488265)	(3, 0.026076552577488265)	(4, 0.026076552577488265)	(5, 0.026076552577488265)	(6, 0.026076552577488265)	(7, 0.026076552577488265)	(8, 0.026076552577488265)	(9, 0.026076552577488265)	(10, 0.026076552577488265)	(12, 0.026076552577488265)	(14, 0.026076552577488265)	(16, 0.026076552577488265)	(18, 0.026076552577488265)	(20, 0.026076552577488265)	(22, 0.026076552577488265)	(24, 0.026076552577488265)	(26, 0.026076552577488265)	(28, 0.026076552577488265)	(30, 0.026076552577488265)	(32, 0.026076552577488265)	(34, 0.026076552577488265)	(36, 0.026076552577488265)	(38, 0.026076552577488265)	(40, 0.026076552577488265)	(42, 0.026076552577488265)	(44, 0.026076552577488265)	(46, 0.026076552577488265)	(48, 0.026076552577488265)	(50, 0.026076552577488265)	(52, 0.026076552577488265)	(54, 0.026076552577488265)	(56, 0.026076552577488265)	(58, 0.026076552577488265)	(60, 0.026076552577488265)	(62, 0.026076552577488265)	(64, 0.026076552577488265)	(66, 0.026076552577488265)	(68, 0.026076552577488265)	(70, 0.026076552577488265)	(72, 0.026076552577488265)	(74, 0.026076552577488265)	(76, 0.026076552577488265)	(78, 0.026076552577488265)	(80, 0.026076552577488265)	(82, 0.026076552577488265)	(84, 0.026076552577488265)	(86, 0.02633220505373815)	(88, 0.02684351000623792)	(90, 0.029655687244986656)	(92, 0.029655687244986656)	(94, 0.030678297149986194)	(96, 0.0322122120074855)	(98, 0.03272351695998527)	(100, 0.033746126864984814)	(102, 0.03604699915123378)	(104, 0.03834787143748274)	(106, 0.04294961600998067)	(108, 0.06723660125371975)	(110, 0.1408645144136866)	(112, 0.26766814263362954)	(114, 0.464520549346041)	(116, 1.1125995766394994)	(118, 2.064138093241571)	(120, 2.9062573500086923)	(122, 3.611346879505875)	(124, 4.645972450889159)	(126, 5.611827506161225)	(128, 6.655400914213255)	(130, 7.839327531726473)	(132, 9.136252543742138)	(134, 10.55537943940525)	(136, 12.051969035372077)	(138, 13.529896000572663)
